ticket_id,customer_id,order_id,timestamp,support_channel,customer_region,customer_age_band,preferred_language,customer_tenure_months,product_category,order_value,delivery_delay_days,previous_ticket_count,issue_title,issue_description,issue_category,priority,customer_sentiment,attachment_available,image_id,escalated,resolution_time_hours,refund_requested,refund_amount,csat_score,accessibility_support_flag,resolution_status_after_7d,final_agent_disposition
TKT000000284,CUST0051403,ORD00001284,2025-09-08T21:25,web_chat,South East,55-64,English,13,home,69.93,0,2,Product is broken,"Hello, the box was crushed and the item is broken. The order value is about GBP 69.93. I need this resolved soon. ...",damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0044,0,11.72,0,0.0,3.6,0,resolved_within_7d,resolved_standard
TKT000000285,CUST0048222,ORD00001285,2025-08-25T09:38,web_chat,South East,25-34,English,39,sports,110.87,1,2,Damage on arrival,Please help - the box was crushed and the item is broken. The order value is about GBP 110.87. Can you confirm the next step? ASAP,damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0045,1,26.78,1,75.2,2.9,0,resolved_within_7d,specialist_escalation
TKT000000286,CUST0042717,ORD00001286,2025-09-10T12:39,web_chat,North West,35-44,English,114,beauty,87.88,7,0,Product is broken,"Support team, the product is damaged. The order value is about GBP 87.88. Thank you. sent from mobile",damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0046,0,19.35,0,0.0,3.3,0,resolved_within_7d,resolved_standard
TKT000000287,CUST0179601,ORD00001287,2025-04-10T07:00,phone,South West,35-44,English,14,electronics,195.97,2,1,Product is broken,Can someone check this? there is visible damage. The order value is about GBP 195.97. Thank you. pls,damaged_item,medium,positive,1,IMG_PACKAGING_DAMAGE_0047,1,29.41,0,0.0,2.8,0,resolved_within_7d,specialist_escalation
TKT000000288,CUST0087325,ORD00001288,2025-08-17T10:56,mobile_app,West Midlands,45-54,English,19,sports,107.11,2,1,Product is broken,"Support team, there is visible damage. The order value is about GBP 107.11. Please advise. thx",damaged_item,medium,positive,1,IMG_PACKAGING_DAMAGE_0048,0,14.23,0,0.0,4.0,0,resolved_within_7d,resolved_standard
TKT000000289,CUST0160142,ORD00001289,2025-05-08T03:45,mobile_app,South East,45-54,English,12,home,55.62,0,1,Product is broken,Can someone check this? the item arrived cracked. The order value is about GBP 55.62. Please advise. !!!,damaged_item,medium,neutral,1,IMG_PACKAGING_DAMAGE_0049,0,25.98,0,0.0,4.1,0,resolved_within_7d,resolved_standard
TKT000000290,CUST0080392,ORD00001290,2025-08-26T22:36,email,South East,35-44,English,109,home,130.34,8,3,Damage on arrival,Please help - the item arrived cracked. The order value is about GBP 130.34. Please advise. ...,damaged_item,low,negative,1,IMG_PACKAGING_DAMAGE_0050,0,24.67,0,0.0,3.1,0,resolved_within_7d,resolved_standard
TKT000000291,CUST0163213,ORD00001291,2025-12-19T15:31,web_chat,South West,35-44,English,20,home,66.73,8,2,Product is broken,"hi, the product is damaged. the order value is about gbp 66.73. please get back to me. ...",damaged_item,low,positive,1,IMG_PACKAGING_DAMAGE_0051,1,29.5,0,0.0,3.3,0,resolved_within_7d,specialist_escalation
TKT000000292,CUST0057715,ORD00001292,2025-04-07T11:23,web_chat,South East,65+,English,39,electronics,145.63,6,1,Item arrived damaged,"Hello, there is visible damage. The order value is about GBP 145.63. Please get back to me. !!!",damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0052,0,43.68,0,0.0,1.6,0,resolved_within_7d,resolved_standard
TKT000000293,CUST0135105,ORD00001293,2025-08-01T01:22,web_chat,London,35-44,Punjabi,47,fashion,27.62,1,0,Product is broken,"Hi, there is visible damage. The order value is about GBP 27.62. Thank you. pls",damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0053,0,32.8,0,0.0,2.3,0,resolved_within_7d,resolved_standard
TKT000000294,CUST0171767,ORD00001294,2025-08-06T04:30,email,Northern Ireland,18-24,English,49,home,169.47,0,3,Product is broken,"Hello, the box was crushed and the item is broken. The order value is about GBP 169.47. Can you confirm the next step? !!!",damaged_item,low,negative,1,IMG_PACKAGING_DAMAGE_0054,0,27.88,0,0.0,2.6,0,resolved_within_7d,resolved_standard
TKT000000295,CUST0159004,ORD00001295,2025-01-06T06:37,web_chat,West Midlands,25-34,English,37,sports,36.59,6,1,Item arrived damaged,"Support team, there is visible damage. The order value is about GBP 36.59. Please get back to me. ...",damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0055,1,24.02,0,0.0,2.6,0,resolved_within_7d,specialist_escalation
TKT000000296,CUST0118906,ORD00001296,2025-10-08T21:04,email,Wales,35-44,English,11,electronics,212.87,2,2,Item arrived damaged,"Hello, the box was crushed and the item is broken. The order value is about GBP 212.87. I need this resolved soon. ...",damaged_item,medium,neutral,1,IMG_PACKAGING_DAMAGE_0056,0,18.88,1,126.04,3.8,0,resolved_within_7d,refund_or_return_completed
TKT000000297,CUST0114945,ORD00001297,2025-09-08T06:42,web_chat,Yorkshire,65+,English,93,grocery,30.4,11,3,Damage on arrival,"Hi, the box was crushed and the item is broken. The order value is about GBP 30.40. I need this resolved soon. sent from mobile",damaged_item,high,negative,1,IMG_PACKAGING_DAMAGE_0057,1,50.57,1,20.67,1.2,0,resolved_within_7d,specialist_escalation
TKT000000298,CUST0160809,ORD00001298,2025-07-04T23:22,mobile_app,South East,25-34,English,39,grocery,22.91,0,5,Product is broken,"Hello, the box was crushed and the item is broken. The order value is about GBP 22.91. Can you confirm the next step? pls",damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0058,1,15.06,0,0.0,3.6,0,resolved_within_7d,specialist_escalation
TKT000000299,CUST0095749,ORD00001299,2025-08-13T06:23,web_chat,North West,35-44,English,15,fashion,16.56,12,0,Product is broken,"Hello, the box was crushed and the item is broken. The order value is about GBP 16.56. Thanks. thx",damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0059,0,23.89,0,0.0,3.4,0,resolved_within_7d,resolved_standard
TKT000000300,CUST0186097,ORD00001300,2025-01-09T10:55,email,Yorkshire,65+,English,15,electronics,83.44,5,3,Damage on arrival,Please help - the product is damaged. The order value is about GBP 83.44. Can you confirm the next step? pls,damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0060,1,24.11,0,0.0,2.2,0,resolved_within_7d,specialist_escalation
TKT000000301,CUST0005005,ORD00001301,2025-09-03T12:39,phone,Yorkshire,25-34,English,27,home,60.48,1,2,Damage on arrival,I need assistance because the product is damaged. The order value is about GBP 60.48. Thanks. #help,damaged_item,medium,positive,1,IMG_PACKAGING_DAMAGE_0061,0,15.14,1,36.36,3.2,0,resolved_within_7d,refund_or_return_completed
TKT000000302,CUST0134439,ORD00001302,2025-09-27T14:17,email,West Midlands,65+,English,30,fashion,146.03,2,1,Product is broken,I need assistance because the item arrived cracked. The order value is about GBP 146.03. Please advise. thx,damaged_item,high,negative,1,IMG_PACKAGING_DAMAGE_0062,0,26.31,1,125.4,3.1,0,resolved_within_7d,refund_or_return_completed
TKT000000303,CUST0159649,ORD00001303,2025-12-27T02:43,email,East Midlands,55-64,English,26,sports,118.59,0,2,Product is broken,I need assistance because the box was crushed and the item is broken. The order value is about GBP 118.59. Can you confirm the next step? thx,damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0063,1,26.4,0,0.0,3.3,0,resolved_within_7d,specialist_escalation
TKT000000304,CUST0124605,ORD00001304,2025-01-23T20:04,email,London,35-44,English,3,appliances,267.71,1,2,Product is broken,"Support team, the item arrived cracked. The order value is about GBP 267.71. Please get back to me. #help",damaged_item,low,positive,1,IMG_PACKAGING_DAMAGE_0064,0,23.47,1,189.49,3.1,0,resolved_within_7d,refund_or_return_completed
TKT000000305,CUST0070931,ORD00001305,2025-12-18T17:33,web_chat,Yorkshire,45-54,English,32,sports,51.37,1,4,Damage on arrival,I need assistance because the box was crushed and the item is broken. The order value is about GBP 51.37. Thank you. thx,damaged_item,low,negative,1,IMG_PACKAGING_DAMAGE_0065,0,18.41,1,35.04,3.9,0,resolved_within_7d,refund_or_return_completed
TKT000000306,CUST0054695,ORD00001306,2025-12-19T14:26,email,Yorkshire,65+,English,33,beauty,363.38,2,2,Damage on arrival,"Hello, the item arrived cracked. The order value is about GBP 363.38. I need this resolved soon. ASAP",damaged_item,medium,positive,1,IMG_PACKAGING_DAMAGE_0066,0,24.99,1,296.09,4.1,1,resolved_within_7d,refund_or_return_completed
TKT000000307,CUST0032815,ORD00001307,2025-12-16T15:59,email,South East,35-44,English,22,fashion,45.24,0,2,Item arrived damaged,I need assistance because the box was crushed and the item is broken. The order value is about GBP 45.24. I need this resolved soon. pls,damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0067,0,18.12,1,27.13,3.9,0,resolved_within_7d,refund_or_return_completed
TKT000000308,CUST0006274,ORD00001308,2025-06-02T05:06,mobile_app,South West,55-64,Urdu,38,grocery,51.06,2,3,Item arrived damaged,Can someone check this? the item arrived cracked. The order value is about GBP 51.06. I need this resolved soon. sent from mobile,damaged_item,low,positive,1,IMG_PACKAGING_DAMAGE_0068,0,43.09,0,0.0,2.7,0,resolved_within_7d,resolved_standard
TKT000000309,CUST0056942,ORD00001309,2025-02-01T05:16,phone,West Midlands,55-64,English,31,beauty,267.76,2,1,Item arrived damaged,"Hi, the item arrived cracked. The order value is about GBP 267.76. Please get back to me. #help",damaged_item,low,neutral,1,IMG_PACKAGING_DAMAGE_0069,1,24.66,1,222.19,3.3,0,resolved_within_7d,specialist_escalation
TKT000000310,CUST0050066,ORD00001310,2025-08-18T02:44,phone,London,25-34,English,43,electronics,183.71,0,6,Damage on arrival,"Hello, the item arrived cracked. The order value is about GBP 183.71. I need this resolved soon. ASAP",damaged_item,high,negative,1,IMG_PACKAGING_DAMAGE_0070,1,23.67,1,170.35,3.4,0,resolved_within_7d,specialist_escalation
TKT000000311,CUST0075881,ORD00001311,2025-02-23T04:59,web_chat,East Midlands,55-64,English,141,electronics,182.78,1,3,Item arrived damaged,"Hello, the item arrived cracked. The order value is about GBP 182.78. Please get back to me. thx",damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0071,1,37.09,0,0.0,2.2,0,resolved_within_7d,specialist_escalation
TKT000000312,CUST0028367,ORD00001312,2025-07-22T06:37,Web Chat,South East,25-34,English,35,beauty,266.92,0,1,Product is broken,"Hello, the item arrived cracked. The order value is about GBP 266.92. I need this resolved soon. ...",damaged_item,low,neutral,1,IMG_PACKAGING_DAMAGE_0072,0,24.37,1,203.98,3.9,0,resolved_within_7d,refund_or_return_completed
TKT000000313,CUST0093797,ORD00001313,2025-10-05T17:57,web_chat,Yorkshire,35-44,English,108,appliances,382.46,2,3,Damage on arrival,"Hello, the item arrived cracked. The order value is about GBP 382.46. Thanks. ...",damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0073,1,19.87,0,0.0,2.9,0,resolved_within_7d,specialist_escalation
TKT000000314,CUST0081992,ORD00001314,2025-03-12T04:12,mobile_app,South East,45-54,English,41,beauty,80.19,1,3,Damage on arrival,"Hello, the product is damaged. The order value is about GBP 80.19. Thanks. ...",damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0074,0,27.86,0,0.0,3.2,0,resolved_within_7d,resolved_standard
TKT000000315,CUST0031783,ORD00001315,2025-01-01T13:38,phone,Wales,45-54,English,16,home,20.86,0,2,Item arrived damaged,"Hi, the item arrived cracked. The order value is about GBP 20.86. Thank you. !!!",damaged_item,low,negative,1,IMG_PACKAGING_DAMAGE_0075,1,24.73,0,0.0,3.4,0,resolved_within_7d,specialist_escalation
TKT000000316,CUST0151599,ORD00001316,2025-07-05T11:54,mobile_app,North West,65+,Romanian,28,toys,167.46,2,2,Damage on arrival,"Hi, the product is damaged. The order value is about GBP 167.46. Please get back to me. sent from mobile",damaged_item,medium,neutral,1,IMG_PACKAGING_DAMAGE_0076,0,15.42,1,148.22,3.4,0,resolved_within_7d,refund_or_return_completed
TKT000000317,CUST0159940,ORD00001317,2025-04-13T05:19,email,North West,25-34,English,7,grocery,17.6,18,2,Item arrived damaged,Can someone check this? the product is damaged. The order value is about GBP 17.60. Thank you. #help,damaged_item,low,negative,1,IMG_PACKAGING_DAMAGE_0077,1,55.77,0,0.0,,0,resolved_within_7d,specialist_escalation
TKT000000318,CUST0006490,ORD00001318,2025-10-11T19:17,web_chat,West Midlands,35-44,English,1,fashion,53.09,0,1,Item arrived damaged,I need assistance because the item arrived cracked. The order value is about GBP 53.09. I need this resolved soon. ASAP,damaged_item,medium,neutral,1,IMG_PACKAGING_DAMAGE_0078,0,15.2,1,37.22,,0,resolved_within_7d,refund_or_return_completed
TKT000000319,CUST0165979,ORD00001319,2025-10-27T19:05,mobile_app,London,45-54,Urdu,3,electronics,57.72,1,3,Damage on arrival,Please help - the box was crushed and the item is broken. The order value is about GBP 57.72. Can you confirm the next step?,damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0079,0,21.96,0,0.0,3.0,0,resolved_within_7d,resolved_standard
TKT000000320,CUST0047856,ORD00001320,2025-10-06T14:40,web_chat,East Midlands,25-34,Punjabi,19,beauty,68.73,0,1,Damage on arrival,Can someone check this? the box was crushed and the item is broken. The order value is about GBP 68.73. Please get back to me.,damaged_item,urgent,negative,1,IMG_PACKAGING_DAMAGE_0080,0,15.91,0,0.0,3.9,0,resolved_within_7d,resolved_standard
TKT000000321,CUST0056950,ORD00001321,2025-01-09T13:17,web_chat,Wales,25-34,English,18,grocery,107.39,11,2,Item arrived damaged,"Hi, the item arrived cracked. The order value is about GBP 107.39. Can you confirm the next step?",damaged_item,medium,neutral,1,IMG_PACKAGING_DAMAGE_0081,0,25.1,0,0.0,4.0,0,resolved_within_7d,resolved_standard
TKT000000322,CUST0149565,ORD00001322,2025-04-04T14:09,web_chat,Yorkshire,25-34,English,48,home,259.16,3,3,Damage on arrival,"Hi, the item arrived cracked. The order value is about GBP 259.16. I need this resolved soon. #help",damaged_item,high,negative,1,IMG_PACKAGING_DAMAGE_0082,1,24.56,0,0.0,2.7,0,resolved_within_7d,specialist_escalation
TKT000000323,CUST0036003,ORD00001323,2025-11-29T15:00,mobile_app,South East,45-54,English,26,home,74.65,0,2,Item arrived damaged,Please help - the box was crushed and the item is broken. The order value is about GBP 74.65. Please get back to me. ...,damaged_item,medium,neutral,1,IMG_PACKAGING_DAMAGE_0083,0,21.19,0,0.0,4.0,0,resolved_within_7d,resolved_standard
TKT000000324,CUST0031409,ORD00001324,2025-11-24T20:37,mobile_app,North West,55-64,English,40,fashion,56.53,2,4,Damage on arrival,"Hello, the item arrived cracked. The order value is about GBP 56.53. Please advise. ...",damaged_item,low,negative,1,IMG_PACKAGING_DAMAGE_0084,0,26.27,1,46.32,3.0,1,resolved_within_7d,refund_or_return_completed
TKT000000325,CUST0123888,ORD00001325,2025-04-02T20:54,email,West Midlands,55-64,English,13,beauty,79.73,0,0,Damage on arrival,I need assistance because there is visible damage. The order value is about GBP 79.73. Can you confirm the next step? ...,damaged_item,low,neutral,1,IMG_PACKAGING_DAMAGE_0085,0,16.93,1,75.52,3.5,0,resolved_within_7d,refund_or_return_completed
TKT000000326,CUST0056284,ORD00001326,2025-06-04T01:05,phone,West Midlands,55-64,English,50,fashion,214.44,2,4,Item arrived damaged,I need assistance because the product is damaged. The order value is about GBP 214.44. Thank you. pls,damaged_item,high,negative,1,IMG_PACKAGING_DAMAGE_0086,0,24.14,0,0.0,3.1,0,resolved_within_7d,resolved_standard
TKT000000327,CUST0087873,ORD00001327,2025-05-16T00:14,email,West Midlands,35-44,English,22,appliances,132.11,5,0,Product is broken,"Hi, there is visible damage. The order value is about GBP 132.11. Please advise. pls",damaged_item,urgent,neutral,1,IMG_PACKAGING_DAMAGE_0087,0,14.98,0,0.0,3.8,0,resolved_within_7d,resolved_standard
TKT000000328,CUST0188996,ORD00001328,2025-06-29T08:59,email,,45-54,English,24,fashion,31.58,2,3,Item arrived damaged,Can someone check this? the box was crushed and the item is broken. The order value is about GBP 31.58. Thanks.,damaged_item,low,positive,1,IMG_PACKAGING_DAMAGE_0088,0,10.96,0,0.0,3.2,0,resolved_within_7d,resolved_standard
TKT000000329,CUST0169794,ORD00001329,2025-10-11T22:40,web_chat,London,45-54,English,74,home,119.89,7,0,Product is broken,"Support team, the box was crushed and the item is broken. The order value is about GBP 119.89. Please get back to me. #help",damaged_item,low,positive,1,IMG_PACKAGING_DAMAGE_0089,0,36.56,0,0.0,3.0,0,resolved_within_7d,resolved_standard
TKT000000330,CUST0023790,ORD00001330,2025-04-18T05:05,web_chat,London,55-64,English,30,fashion,185.58,1,2,Item arrived damaged,"Hello, the product is damaged. The order value is about GBP 185.58. Please advise. #help",damaged_item,low,negative,1,IMG_PACKAGING_DAMAGE_0090,0,11.91,0,0.0,3.9,0,resolved_within_7d,resolved_standard
TKT000000331,CUST0173141,ORD00001331,2025-12-22T14:01,email,East Midlands,35-44,English,9,sports,155.08,1,3,Item arrived damaged,Can someone check this? the product is damaged. The order value is about GBP 155.08. Can you confirm the next step? sent from mobile,damaged_item,medium,positive,1,IMG_PACKAGING_DAMAGE_0091,0,17.46,0,0.0,4.0,0,resolved_within_7d,resolved_standard
TKT000000332,CUST0137170,ORD00001332,2025-08-23T14:17,email,West Midlands,65+,English,26,fashion,44.32,0,2,Damage on arrival,Please help - the item arrived cracked. The order value is about GBP 44.32. Can you confirm the next step?,damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0092,0,16.45,1,31.01,4.3,0,resolved_within_7d,refund_or_return_completed
TKT000000333,CUST0089577,ORD00001333,2025-06-03T03:46,phone,South West,18-24,English,28,fashion,406.88,0,3,Product is broken,I need assistance because the item arrived cracked. The order value is about GBP 406.88. Please advise. thx,damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0093,1,19.88,1,304.99,2.6,0,resolved_within_7d,specialist_escalation
TKT000000334,CUST0014715,ORD00001334,2025-09-12T18:39,email,South East,65+,English,118,toys,61.48,0,2,Item arrived damaged,Can someone check this? the product is damaged. The order value is about GBP 61.48. Can you confirm the next step? ...,damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0094,0,25.65,1,36.36,3.1,0,resolved_within_7d,refund_or_return_completed
